2024-05-12 19:32:30,345 INFO    StreamThr :54796 [internal.py:wandb_internal():86] W&B internal server running at pid: 54796, started at: 2024-05-12 19:32:30.344932
2024-05-12 19:32:30,346 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: status
2024-05-12 19:32:30,348 INFO    WriterThread:54796 [datastore.py:open_for_write():87] open: /home/srxdhxr/mtcnn4edge/trainnets/wandb/run-20240512_193230-2q1jj0dt/run-2q1jj0dt.wandb
2024-05-12 19:32:30,349 DEBUG   SenderThread:54796 [sender.py:send():379] send: header
2024-05-12 19:32:30,350 DEBUG   SenderThread:54796 [sender.py:send():379] send: run
2024-05-12 19:32:30,577 INFO    SenderThread:54796 [dir_watcher.py:__init__():211] watching files in: /home/srxdhxr/mtcnn4edge/trainnets/wandb/run-20240512_193230-2q1jj0dt/files
2024-05-12 19:32:30,577 INFO    SenderThread:54796 [sender.py:_start_run_threads():1124] run started: 2q1jj0dt with start time 1715556750.345168
2024-05-12 19:32:30,580 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: check_version
2024-05-12 19:32:30,580 DEBUG   SenderThread:54796 [sender.py:send_request():406] send_request: check_version
2024-05-12 19:32:30,684 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: run_start
2024-05-12 19:32:30,706 DEBUG   HandlerThread:54796 [system_info.py:__init__():26] System info init
2024-05-12 19:32:30,706 DEBUG   HandlerThread:54796 [system_info.py:__init__():41] System info init done
2024-05-12 19:32:30,706 INFO    HandlerThread:54796 [system_monitor.py:start():194] Starting system monitor
2024-05-12 19:32:30,707 INFO    SystemMonitor:54796 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-12 19:32:30,707 INFO    HandlerThread:54796 [system_monitor.py:probe():214] Collecting system info
2024-05-12 19:32:30,707 INFO    SystemMonitor:54796 [interfaces.py:start():190] Started cpu monitoring
2024-05-12 19:32:30,709 INFO    SystemMonitor:54796 [interfaces.py:start():190] Started disk monitoring
2024-05-12 19:32:30,709 INFO    SystemMonitor:54796 [interfaces.py:start():190] Started gpu monitoring
2024-05-12 19:32:30,710 INFO    SystemMonitor:54796 [interfaces.py:start():190] Started memory monitoring
2024-05-12 19:32:30,711 INFO    SystemMonitor:54796 [interfaces.py:start():190] Started network monitoring
2024-05-12 19:32:30,725 DEBUG   HandlerThread:54796 [system_info.py:probe():150] Probing system
2024-05-12 19:32:30,802 DEBUG   HandlerThread:54796 [system_info.py:_probe_git():135] Probing git
2024-05-12 19:32:30,805 DEBUG   HandlerThread:54796 [system_info.py:_probe_git():143] Probing git done
2024-05-12 19:32:30,806 DEBUG   HandlerThread:54796 [system_info.py:probe():198] Probing system done
2024-05-12 19:32:30,806 DEBUG   HandlerThread:54796 [system_monitor.py:probe():223] {'os': 'Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.11.7', 'heartbeatAt': '2024-05-12T23:32:30.725511', 'startedAt': '2024-05-12T23:32:30.341721', 'docker': None, 'cuda': None, 'args': ('-e', '10', '-b', '256', '-o', '../output/trainedModels/pnet.pth', '-dv', 'cuda', '-w', '4', '-wandb', '1'), 'state': 'running', 'program': '/home/srxdhxr/mtcnn4edge/trainnets/train_pnet.py', 'codePathLocal': 'train_pnet.py', 'codePath': 'trainnets/train_pnet.py', 'git': {'remote': 'git@github.com:srxdhxr/mtcnn4edge.git', 'commit': 'c43bbc1a0f4657513b2cbc15b64b0ed58053f808'}, 'email': 'sridharkashyap04@gmail.com', 'root': '/home/srxdhxr/mtcnn4edge', 'host': 'MSI', 'username': 'srxdhxr', 'executable': '/home/srxdhxr/anaconda3/envs/cuda_env/bin/python', 'cpu_count': 10, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2687.9989999999984, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}, {'current': 2687.999, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 87.31162643432617}}, 'gpu': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 7.6137237548828125}}
2024-05-12 19:32:30,806 INFO    HandlerThread:54796 [system_monitor.py:probe():224] Finished collecting system info
2024-05-12 19:32:30,806 INFO    HandlerThread:54796 [system_monitor.py:probe():227] Publishing system info
2024-05-12 19:32:30,806 DEBUG   HandlerThread:54796 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-12 19:32:31,579 INFO    Thread-12 :54796 [dir_watcher.py:_on_file_created():271] file/dir created: /home/srxdhxr/mtcnn4edge/trainnets/wandb/run-20240512_193230-2q1jj0dt/files/conda-environment.yaml
2024-05-12 19:32:37,192 DEBUG   HandlerThread:54796 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-12 19:32:37,193 INFO    HandlerThread:54796 [system_monitor.py:probe():229] Finished publishing system info
2024-05-12 19:32:37,195 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: status_report
2024-05-12 19:32:37,195 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: keepalive
2024-05-12 19:32:37,195 DEBUG   SenderThread:54796 [sender.py:send():379] send: files
2024-05-12 19:32:37,195 INFO    SenderThread:54796 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-12 19:32:37,302 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: python_packages
2024-05-12 19:32:37,302 DEBUG   SenderThread:54796 [sender.py:send_request():406] send_request: python_packages
2024-05-12 19:32:37,302 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: stop_status
2024-05-12 19:32:37,303 DEBUG   SenderThread:54796 [sender.py:send_request():406] send_request: stop_status
2024-05-12 19:32:37,304 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-12 19:32:37,511 DEBUG   SenderThread:54796 [sender.py:send():379] send: telemetry
2024-05-12 19:32:37,513 DEBUG   SenderThread:54796 [sender.py:send():379] send: exit
2024-05-12 19:32:37,513 INFO    SenderThread:54796 [sender.py:send_exit():586] handling exit code: 1
2024-05-12 19:32:37,513 INFO    SenderThread:54796 [sender.py:send_exit():588] handling runtime: 6
2024-05-12 19:32:37,514 INFO    SenderThread:54796 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-12 19:32:37,514 INFO    SenderThread:54796 [sender.py:send_exit():594] send defer
2024-05-12 19:32:37,514 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: defer
2024-05-12 19:32:37,514 INFO    HandlerThread:54796 [handler.py:handle_request_defer():172] handle defer: 0
2024-05-12 19:32:37,514 DEBUG   SenderThread:54796 [sender.py:send_request():406] send_request: defer
2024-05-12 19:32:37,514 INFO    SenderThread:54796 [sender.py:send_request_defer():610] handle sender defer: 0
2024-05-12 19:32:37,514 INFO    SenderThread:54796 [sender.py:transition_state():614] send defer: 1
2024-05-12 19:32:37,514 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: defer
2024-05-12 19:32:37,514 INFO    HandlerThread:54796 [handler.py:handle_request_defer():172] handle defer: 1
2024-05-12 19:32:37,515 DEBUG   SenderThread:54796 [sender.py:send_request():406] send_request: defer
2024-05-12 19:32:37,515 INFO    SenderThread:54796 [sender.py:send_request_defer():610] handle sender defer: 1
2024-05-12 19:32:37,515 INFO    SenderThread:54796 [sender.py:transition_state():614] send defer: 2
2024-05-12 19:32:37,515 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: defer
2024-05-12 19:32:37,515 INFO    HandlerThread:54796 [handler.py:handle_request_defer():172] handle defer: 2
2024-05-12 19:32:37,515 INFO    HandlerThread:54796 [system_monitor.py:finish():203] Stopping system monitor
2024-05-12 19:32:37,516 DEBUG   SystemMonitor:54796 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-12 19:32:37,516 INFO    HandlerThread:54796 [interfaces.py:finish():202] Joined cpu monitor
2024-05-12 19:32:37,516 INFO    HandlerThread:54796 [interfaces.py:finish():202] Joined disk monitor
2024-05-12 19:32:37,516 DEBUG   SystemMonitor:54796 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-12 19:32:37,516 DEBUG   SystemMonitor:54796 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-12 19:32:37,532 INFO    HandlerThread:54796 [interfaces.py:finish():202] Joined gpu monitor
2024-05-12 19:32:37,532 INFO    HandlerThread:54796 [interfaces.py:finish():202] Joined memory monitor
2024-05-12 19:32:37,532 INFO    HandlerThread:54796 [interfaces.py:finish():202] Joined network monitor
2024-05-12 19:32:37,532 DEBUG   SenderThread:54796 [sender.py:send_request():406] send_request: defer
2024-05-12 19:32:37,532 INFO    SenderThread:54796 [sender.py:send_request_defer():610] handle sender defer: 2
2024-05-12 19:32:37,532 INFO    SenderThread:54796 [sender.py:transition_state():614] send defer: 3
2024-05-12 19:32:37,533 DEBUG   SenderThread:54796 [sender.py:send():379] send: stats
2024-05-12 19:32:37,533 DEBUG   HandlerThread:54796 [handler.py:handle_request():146] handle_request: defer
2024-05-12 19:32:37,533 INFO    HandlerThread:54796 [handler.py:handle_request_defer():172] handle defer: 3
2024-05-12 19:32:37,533 DEBUG   SenderThread:54796 [sender.py:send_request():406] send_request: defer
